text,label
We bought a new movie...,General
Forward to 10 people! WhatsApp CEO will charge money for every message.,Fake
Just went to dinner at a restaurant :),General
Leaked document: Government finds cure for all viruses using lemon water.,Fake
So am thinking about the gym today...,General
Forward to 10 people! Local doctor bans WhatsApp starting tonight.,Fake
Who else love sleeping all day,General
Just went to a great coffee,General
Nifty 50 concludes economic growth data.,True
Urgent warning: Secret society finds cure for all viruses using lemon water.,Fake
ISRO declares new space mission.,True
Indian Army reports economic growth data.,True
Good morning everyone!,General
Lok Sabha passes new bill on new space mission.,True
Lok Sabha concludes foreign direct investment.,True
Finance Ministry concludes economic growth data.,True
Lok Sabha inaugurates green energy initiative.,True
Anyone miss working on a project,General
Anyone hate dinner at a restaurant...,General
My friends and I love sleeping all day,General
So hate the gym today!,General
I love working on a project!,General
So am thinking about the gym today :),General
Indian Army successfully launches election dates for assembly.,True
Anyone love this weather lol,General
I had a great coffee,General
Just am thinking about the gym today...,General
Just went to dinner at a restaurant :),General
Sensex concludes election dates for assembly.,True
Tata Motors announces economic growth data.,True
Anyone had the weekend...,General
Testing the app.,General
Breaking News: RBI puts nano GPS chip in ₹2000 notes.,Fake
Anyone hate the gym today!,General
Just went to dinner at a restaurant!,General
Sensex reports new space mission.,True
Anyone had working on a project :),General
Supreme Court reports green energy initiative.,True
Breaking News: Government declares Indian National Anthem best in the world.,Fake
DRDO invests in economic growth data.,True
I had this weather :),General
Supreme Court reports green energy initiative.,True
Breaking News: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
RBI announces new space mission.,True
Anyone love the gym today :),General
Anyone am thinking about a great coffee anyone?,General
DRDO inaugurates infrastructure project.,True
BCCI sources claim: Government will charge money for every message.,Fake
PM Modi invests in green energy initiative.,True
Anyone love this weather :),General
So hate sleeping all day anyone?,General
Hi guys what's up.,General
I bought the weekend anyone?,General
Anyone watched the weekend!,General
Anyone had sleeping all day :),General
Breaking News: WHO will charge money for every message.,Fake
ISRO announces election dates for assembly.,True
Breaking News: UNESCO declares Indian National Anthem best in the world.,Fake
Urgent warning: UNESCO declares lockdown from tomorrow.,Fake
Indian Army announces quarterly monetary policy.,True
We went to sleeping all day tbh,General
Breaking News: RBI puts nano GPS chip in ₹2000 notes.,Fake
Election Commission concludes election dates for assembly.,True
Forward to 10 people! Secret society bans WhatsApp starting tonight.,Fake
RBI announces green energy initiative.,True
Reliance Industries invests in economic growth data.,True
Who else love the gym today anyone?,General
Reliance Industries invests in election dates for assembly.,True
Who else hate a new movie!,General
Testing the app.,General
Breaking News: Government bans WhatsApp starting tonight.,Fake
So went to working on a project lol,General
Sensex concludes foreign direct investment.,True
I bought working on a project!,General
Who else went to a great coffee lol,General
PM Modi inaugurates quarterly monetary policy.,True
Who else am thinking about the weekend tbh,General
Just checking if this works.,General
Supreme Court reports green energy initiative.,True
Just miss dinner at a restaurant...,General
So watched the weekend!,General
Forward to 10 people! RBI declares Indian National Anthem best in the world.,Fake
I went to sleeping all day anyone?,General
DRDO inaugurates election dates for assembly.,True
Hidden truth! Government puts nano GPS chip in ₹2000 notes.,Fake
My friends and I love a new movie anyone?,General
Sensex invests in infrastructure project.,True
Finance Ministry successfully launches election dates for assembly.,True
Anyone watched this weather,General
Reliance Industries passes new bill on election dates for assembly.,True
Lok Sabha declares infrastructure project.,True
My friends and I miss the weekend,General
We watched working on a project,General
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! WHO finds cure for all viruses using lemon water.,Fake
BCCI sources claim: WhatsApp CEO bans WhatsApp starting tonight.,Fake
PM Modi passes new bill on new space mission.,True
We went to this weather!,General
Hidden truth! WHO declares lockdown from tomorrow.,Fake
Who else hate sleeping all day :),General
I hate this weather!,General
Urgent warning: UNESCO bans WhatsApp starting tonight.,Fake
Who else am thinking about the gym today tbh,General
DRDO passes new bill on election dates for assembly.,True
Anyone love a great coffee...,General
Just hate working on a project,General
Who else love sleeping all day lol,General
Breaking News: WHO will charge money for every message.,Fake
Election Commission passes new bill on foreign direct investment.,True
Leaked document: RBI puts nano GPS chip in ₹2000 notes.,Fake
I am thinking about a new movie,General
Anyone had the gym today anyone?,General
Who else am thinking about sleeping all day...,General
Just checking if this works.,General
Leaked document: Local doctor declares lockdown from tomorrow.,Fake
I bought a great coffee :),General
BCCI sources claim: Government puts nano GPS chip in ₹2000 notes.,Fake
So hate a great coffee!,General
So watched a new movie!,General
Forward to 10 people! Government declares lockdown from tomorrow.,Fake
Reliance Industries successfully launches new space mission.,True
My friends and I love a great coffee :),General
DRDO successfully launches green energy initiative.,True
Just went to a great coffee anyone?,General
Anyone hate working on a project :),General
Hidden truth! Local doctor declares lockdown from tomorrow.,Fake
I had the gym today,General
Who else love working on a project tbh,General
So had a great coffee!,General
Reliance Industries announces election dates for assembly.,True
RBI announces new space mission.,True
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Tata Motors inaugurates quarterly monetary policy.,True
Just watched dinner at a restaurant tbh,General
So miss the weekend!,General
Lok Sabha concludes green energy initiative.,True
My friends and I hate working on a project anyone?,General
So bought the weekend lol,General
Nifty 50 declares quarterly monetary policy.,True
Urgent warning: UNESCO will charge money for every message.,Fake
Just went to a new movie...,General
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
Testing the app.,General
We went to a new movie anyone?,General
RBI reports economic growth data.,True
My friends and I hate working on a project :),General
Leaked document: RBI will charge money for every message.,Fake
Indian Army passes new bill on infrastructure project.,True
Who else went to working on a project!,General
Hidden truth! WHO will charge money for every message.,Fake
Hi guys what's up.,General
Finance Ministry reports election dates for assembly.,True
Who else love sleeping all day :),General
Indian Army successfully launches economic growth data.,True
Hi guys what's up.,General
Forward to 10 people! WHO declares Indian National Anthem best in the world.,Fake
Election Commission announces quarterly monetary policy.,True
Leaked document: Local doctor declares lockdown from tomorrow.,Fake
